التاريخ,الفرع,الرصيد (بالدرهم)
2025-05-23,الدار البيضاء - المركز الرئيسي,7930718.38
2025-05-23,الرباط - أكدال,11633038.83
2025-05-23,مراكش - جليز,11606742.62
2025-05-23,طنجة - وسط المدينة,8445658.68
2025-05-23,فاس - النرجس,5830813.54
2025-05-24,الدار البيضاء - المركز الرئيسي,4953085.78
2025-05-24,الرباط - أكدال,12440453.81
2025-05-24,مراكش - جليز,9392536.96
2025-05-24,طنجة - وسط المدينة,5582524.68
2025-05-24,فاس - النرجس,7310513.97
2025-05-25,الدار البيضاء - المركز الرئيسي,12848514.7
2025-05-25,الرباط - أكدال,10068536.35
2025-05-25,مراكش - جليز,6688068.02
2025-05-25,طنجة - وسط المدينة,8652605.45
2025-05-25,فاس - النرجس,9106165.94
2025-05-26,الدار البيضاء - المركز الرئيسي,9611953.08
2025-05-26,الرباط - أكدال,11115099.6
2025-05-26,مراكش - جليز,10772838.2
2025-05-26,طنجة - وسط المدينة,12124885.85
2025-05-26,فاس - النرجس,4099053.06
2025-05-27,الدار البيضاء - المركز الرئيسي,11417886.39
2025-05-27,الرباط - أكدال,6024717.14
2025-05-27,مراكش - جليز,4784339.95
2025-05-27,طنجة - وسط المدينة,6076014.32
2025-05-27,فاس - النرجس,10709305.91
2025-05-28,الدار البيضاء - المركز الرئيسي,7088267.66
2025-05-28,الرباط - أكدال,11502232.52
2025-05-28,مراكش - جليز,12190054.11
2025-05-28,طنجة - وسط المدينة,5564764.52
2025-05-28,فاس - النرجس,9005270.64
2025-05-29,الدار البيضاء - المركز الرئيسي,8124009.02
2025-05-29,الرباط - أكدال,10569441.6
2025-05-29,مراكش - جليز,4624411.83
2025-05-29,طنجة - وسط المدينة,4842309.25
2025-05-29,فاس - النرجس,12510813.61
2025-05-30,الدار البيضاء - المركز الرئيسي,6871996.43
2025-05-30,الرباط - أكدال,4227790.29
2025-05-30,مراكش - جليز,11798561.06
2025-05-30,طنجة - وسط المدينة,7271979.96
2025-05-30,فاس - النرجس,4928061.79
2025-05-31,الدار البيضاء - المركز الرئيسي,11782315.19
2025-05-31,الرباط - أكدال,6944090.67
2025-05-31,مراكش - جليز,12396746.77
2025-05-31,طنجة - وسط المدينة,9467705.23
2025-05-31,فاس - النرجس,5769663.53
2025-06-01,الدار البيضاء - المركز الرئيسي,5010342.44
2025-06-01,الرباط - أكدال,4147649.32
2025-06-01,مراكش - جليز,11561352.0
2025-06-01,طنجة - وسط المدينة,10103963.02
2025-06-01,فاس - النرجس,7595552.81
2025-06-02,الدار البيضاء - المركز الرئيسي,12053011.01
2025-06-02,الرباط - أكدال,5926362.07
2025-06-02,مراكش - جليز,10762686.04
2025-06-02,طنجة - وسط المدينة,9926815.19
2025-06-02,فاس - النرجس,9899500.19
2025-06-03,الدار البيضاء - المركز الرئيسي,10564914.48
2025-06-03,الرباط - أكدال,4515712.82
2025-06-03,مراكش - جليز,6971303.58
2025-06-03,طنجة - وسط المدينة,9050682.16
2025-06-03,فاس - النرجس,9845485.91
2025-06-04,الدار البيضاء - المركز الرئيسي,10693238.53
2025-06-04,الرباط - أكدال,11100067.98
2025-06-04,مراكش - جليز,9588789.37
2025-06-04,طنجة - وسط المدينة,7875283.38
2025-06-04,فاس - النرجس,12721620.17
2025-06-05,الدار البيضاء - المركز الرئيسي,5178136.71
2025-06-05,الرباط - أكدال,5081480.2
2025-06-05,مراكش - جليز,7425885.51
2025-06-05,طنجة - وسط المدينة,8460678.31
2025-06-05,فاس - النرجس,7914738.98
2025-06-06,الدار البيضاء - المركز الرئيسي,10009193.64
2025-06-06,الرباط - أكدال,12983401.99
2025-06-06,مراكش - جليز,6891379.26
2025-06-06,طنجة - وسط المدينة,9722694.87
2025-06-06,فاس - النرجس,10186322.32
2025-06-07,الدار البيضاء - المركز الرئيسي,11473557.84
2025-06-07,الرباط - أكدال,5834539.67
2025-06-07,مراكش - جليز,8629661.13
2025-06-07,طنجة - وسط المدينة,5273116.83
2025-06-07,فاس - النرجس,6125730.37
2025-06-08,الدار البيضاء - المركز الرئيسي,6444393.48
2025-06-08,الرباط - أكدال,5157116.77
2025-06-08,مراكش - جليز,10807322.82
2025-06-08,طنجة - وسط المدينة,9651632.84
2025-06-08,فاس - النرجس,11612171.45
2025-06-09,الدار البيضاء - المركز الرئيسي,9310186.71
2025-06-09,الرباط - أكدال,11962706.76
2025-06-09,مراكش - جليز,5918370.45
2025-06-09,طنجة - وسط المدينة,5812327.71
2025-06-09,فاس - النرجس,5243554.15
2025-06-10,الدار البيضاء - المركز الرئيسي,8171467.87
2025-06-10,الرباط - أكدال,11683649.49
2025-06-10,مراكش - جليز,9979199.48
2025-06-10,طنجة - وسط المدينة,7779334.7
2025-06-10,فاس - النرجس,11618970.97
2025-06-11,الدار البيضاء - المركز الرئيسي,8582927.75
2025-06-11,الرباط - أكدال,12309163.97
2025-06-11,مراكش - جليز,7840873.14
2025-06-11,طنجة - وسط المدينة,4270222.58
2025-06-11,فاس - النرجس,11497003.92
2025-06-12,الدار البيضاء - المركز الرئيسي,4813460.42
2025-06-12,الرباط - أكدال,7777941.42
2025-06-12,مراكش - جليز,9691547.49
2025-06-12,طنجة - وسط المدينة,8857126.14
2025-06-12,فاس - النرجس,6420499.18
2025-06-13,الدار البيضاء - المركز الرئيسي,7540758.75
2025-06-13,الرباط - أكدال,10238424.23
2025-06-13,مراكش - جليز,6800945.3
2025-06-13,طنجة - وسط المدينة,4234811.39
2025-06-13,فاس - النرجس,11383195.93
2025-06-14,الدار البيضاء - المركز الرئيسي,10901677.65
2025-06-14,الرباط - أكدال,10003737.48
2025-06-14,مراكش - جليز,12428288.43
2025-06-14,طنجة - وسط المدينة,11433424.16
2025-06-14,فاس - النرجس,10757936.24
2025-06-15,الدار البيضاء - المركز الرئيسي,7949054.49
2025-06-15,الرباط - أكدال,9971304.32
2025-06-15,مراكش - جليز,6673215.4
2025-06-15,طنجة - وسط المدينة,12235460.38
2025-06-15,فاس - النرجس,4980253.95
2025-06-16,الدار البيضاء - المركز الرئيسي,6290782.49
2025-06-16,الرباط - أكدال,6101360.28
2025-06-16,مراكش - جليز,7638682.32
2025-06-16,طنجة - وسط المدينة,7659259.24
2025-06-16,فاس - النرجس,11422710.88
2025-06-17,الدار البيضاء - المركز الرئيسي,4272044.89
2025-06-17,الرباط - أكدال,6830296.1
2025-06-17,مراكش - جليز,4228477.38
2025-06-17,طنجة - وسط المدينة,9507642.66
2025-06-17,فاس - النرجس,8825883.29
2025-06-18,الدار البيضاء - المركز الرئيسي,9213706.65
2025-06-18,الرباط - أكدال,6263721.87
2025-06-18,مراكش - جليز,5915385.09
2025-06-18,طنجة - وسط المدينة,6813131.53
2025-06-18,فاس - النرجس,6387687.03
2025-06-19,الدار البيضاء - المركز الرئيسي,4675409.23
2025-06-19,الرباط - أكدال,12897101.36
2025-06-19,مراكش - جليز,4173134.66
2025-06-19,طنجة - وسط المدينة,4735951.16
2025-06-19,فاس - النرجس,6221397.67
2025-06-20,الدار البيضاء - المركز الرئيسي,6611084.14
2025-06-20,الرباط - أكدال,8072210.25
2025-06-20,مراكش - جليز,7802588.36
2025-06-20,طنجة - وسط المدينة,7293177.98
2025-06-20,فاس - النرجس,6231378.33
2025-06-21,الدار البيضاء - المركز الرئيسي,4601211.7
2025-06-21,الرباط - أكدال,10530985.37
2025-06-21,مراكش - جليز,5063462.96
2025-06-21,طنجة - وسط المدينة,12976634.45
2025-06-21,فاس - النرجس,5760158.8
2025-06-22,الدار البيضاء - المركز الرئيسي,8892164.6
2025-06-22,الرباط - أكدال,9130036.0
2025-06-22,مراكش - جليز,12506126.88
2025-06-22,طنجة - وسط المدينة,6444709.61
2025-06-22,فاس - النرجس,4699818.97
2025-06-23,الدار البيضاء - المركز الرئيسي,10838322.73
2025-06-23,الرباط - أكدال,9410925.43
2025-06-23,مراكش - جليز,9572618.88
2025-06-23,طنجة - وسط المدينة,7499717.49
2025-06-23,فاس - النرجس,10139063.05
2025-06-24,الدار البيضاء - المركز الرئيسي,10131543.3
2025-06-24,الرباط - أكدال,12689269.44
2025-06-24,مراكش - جليز,7559275.5
2025-06-24,طنجة - وسط المدينة,9175423.25
2025-06-24,فاس - النرجس,11875404.52
2025-06-25,الدار البيضاء - المركز الرئيسي,8013115.73
2025-06-25,الرباط - أكدال,9010700.32
2025-06-25,مراكش - جليز,5326065.21
2025-06-25,طنجة - وسط المدينة,4886896.56
2025-06-25,فاس - النرجس,9090361.03
2025-06-26,الدار البيضاء - المركز الرئيسي,12585477.13
2025-06-26,الرباط - أكدال,9548076.02
2025-06-26,مراكش - جليز,12615179.25
2025-06-26,طنجة - وسط المدينة,11459990.79
2025-06-26,فاس - النرجس,6240012.03
2025-06-27,الدار البيضاء - المركز الرئيسي,10047203.06
2025-06-27,الرباط - أكدال,9932316.47
2025-06-27,مراكش - جليز,8381132.34
2025-06-27,طنجة - وسط المدينة,10754825.24
2025-06-27,فاس - النرجس,4770310.07
2025-06-28,الدار البيضاء - المركز الرئيسي,7375023.46
2025-06-28,الرباط - أكدال,5929224.08
2025-06-28,مراكش - جليز,5985212.33
2025-06-28,طنجة - وسط المدينة,10693386.67
2025-06-28,فاس - النرجس,12575223.73
2025-06-29,الدار البيضاء - المركز الرئيسي,11734777.06
2025-06-29,الرباط - أكدال,7771015.64
2025-06-29,مراكش - جليز,12196438.11
2025-06-29,طنجة - وسط المدينة,8761506.87
2025-06-29,فاس - النرجس,4488475.37
2025-06-30,الدار البيضاء - المركز الرئيسي,6918589.0
2025-06-30,الرباط - أكدال,10510222.93
2025-06-30,مراكش - جليز,8274847.37
2025-06-30,طنجة - وسط المدينة,6605051.99
2025-06-30,فاس - النرجس,4127219.61
2025-07-01,الدار البيضاء - المركز الرئيسي,11096519.67
2025-07-01,الرباط - أكدال,5727083.13
2025-07-01,مراكش - جليز,11158149.21
2025-07-01,طنجة - وسط المدينة,6126020.71
2025-07-01,فاس - النرجس,10643983.52
2025-07-02,الدار البيضاء - المركز الرئيسي,4207056.19
2025-07-02,الرباط - أكدال,11817434.19
2025-07-02,مراكش - جليز,11507544.95
2025-07-02,طنجة - وسط المدينة,8835256.64
2025-07-02,فاس - النرجس,8537148.74
2025-07-03,الدار البيضاء - المركز الرئيسي,7129683.48
2025-07-03,الرباط - أكدال,8045481.45
2025-07-03,مراكش - جليز,12094076.34
2025-07-03,طنجة - وسط المدينة,8694696.35
2025-07-03,فاس - النرجس,12749421.61
2025-07-04,الدار البيضاء - المركز الرئيسي,6298791.35
2025-07-04,الرباط - أكدال,9675843.75
2025-07-04,مراكش - جليز,4351056.34
2025-07-04,طنجة - وسط المدينة,12478999.28
2025-07-04,فاس - النرجس,4384018.54
2025-07-05,الدار البيضاء - المركز الرئيسي,9580537.92
2025-07-05,الرباط - أكدال,12386386.67
2025-07-05,مراكش - جليز,12184330.31
2025-07-05,طنجة - وسط المدينة,8853571.95
2025-07-05,فاس - النرجس,11637703.04
2025-07-06,الدار البيضاء - المركز الرئيسي,10638436.38
2025-07-06,الرباط - أكدال,7304293.71
2025-07-06,مراكش - جليز,4630848.35
2025-07-06,طنجة - وسط المدينة,11352686.74
2025-07-06,فاس - النرجس,7877622.61
2025-07-07,الدار البيضاء - المركز الرئيسي,5990074.21
2025-07-07,الرباط - أكدال,11571718.46
2025-07-07,مراكش - جليز,9072385.83
2025-07-07,طنجة - وسط المدينة,10647739.28
2025-07-07,فاس - النرجس,4020994.16
2025-07-08,الدار البيضاء - المركز الرئيسي,12039283.77
2025-07-08,الرباط - أكدال,7248974.02
2025-07-08,مراكش - جليز,8387590.06
2025-07-08,طنجة - وسط المدينة,11384122.86
2025-07-08,فاس - النرجس,12937436.34
2025-07-09,الدار البيضاء - المركز الرئيسي,10265961.63
2025-07-09,الرباط - أكدال,9259786.97
2025-07-09,مراكش - جليز,12152287.66
2025-07-09,طنجة - وسط المدينة,7879842.81
2025-07-09,فاس - النرجس,11794493.74
2025-07-10,الدار البيضاء - المركز الرئيسي,8113389.13
2025-07-10,الرباط - أكدال,10890907.53
2025-07-10,مراكش - جليز,11102778.87
2025-07-10,طنجة - وسط المدينة,6163289.02
2025-07-10,فاس - النرجس,12697106.53
2025-07-11,الدار البيضاء - المركز الرئيسي,10467498.95
2025-07-11,الرباط - أكدال,8655306.65
2025-07-11,مراكش - جليز,4209382.8
2025-07-11,طنجة - وسط المدينة,9631927.91
2025-07-11,فاس - النرجس,8593613.13
2025-07-12,الدار البيضاء - المركز الرئيسي,5774712.03
2025-07-12,الرباط - أكدال,12331022.47
2025-07-12,مراكش - جليز,10789489.35
2025-07-12,طنجة - وسط المدينة,8432339.65
2025-07-12,فاس - النرجس,11327996.49
2025-07-13,الدار البيضاء - المركز الرئيسي,5192098.96
2025-07-13,الرباط - أكدال,9208662.78
2025-07-13,مراكش - جليز,12643886.0
2025-07-13,طنجة - وسط المدينة,10515380.94
2025-07-13,فاس - النرجس,7639306.06
2025-07-14,الدار البيضاء - المركز الرئيسي,9968183.93
2025-07-14,الرباط - أكدال,4425481.17
2025-07-14,مراكش - جليز,11460067.47
2025-07-14,طنجة - وسط المدينة,8593226.92
2025-07-14,فاس - النرجس,11146726.53
2025-07-15,الدار البيضاء - المركز الرئيسي,7705375.52
2025-07-15,الرباط - أكدال,11660507.02
2025-07-15,مراكش - جليز,9775434.12
2025-07-15,طنجة - وسط المدينة,8677007.24
2025-07-15,فاس - النرجس,4009976.51
2025-07-16,الدار البيضاء - المركز الرئيسي,11679648.75
2025-07-16,الرباط - أكدال,6048760.15
2025-07-16,مراكش - جليز,4776415.75
2025-07-16,طنجة - وسط المدينة,10871780.93
2025-07-16,فاس - النرجس,6885983.19
2025-07-17,الدار البيضاء - المركز الرئيسي,9633481.41
2025-07-17,الرباط - أكدال,5102114.57
2025-07-17,مراكش - جليز,4726571.64
2025-07-17,طنجة - وسط المدينة,8561968.83
2025-07-17,فاس - النرجس,12001838.05
2025-07-18,الدار البيضاء - المركز الرئيسي,7356050.91
2025-07-18,الرباط - أكدال,4378755.5
2025-07-18,مراكش - جليز,7044674.92
2025-07-18,طنجة - وسط المدينة,7385605.41
2025-07-18,فاس - النرجس,9151121.07
2025-07-19,الدار البيضاء - المركز الرئيسي,11864472.48
2025-07-19,الرباط - أكدال,12009533.26
2025-07-19,مراكش - جليز,11740572.84
2025-07-19,طنجة - وسط المدينة,7496768.89
2025-07-19,فاس - النرجس,7634406.37
2025-07-20,الدار البيضاء - المركز الرئيسي,12309568.48
2025-07-20,الرباط - أكدال,4771287.86
2025-07-20,مراكش - جليز,12283754.82
2025-07-20,طنجة - وسط المدينة,9901238.73
2025-07-20,فاس - النرجس,4351266.84
2025-07-21,الدار البيضاء - المركز الرئيسي,7041732.79
2025-07-21,الرباط - أكدال,6028087.7
2025-07-21,مراكش - جليز,9332268.15
2025-07-21,طنجة - وسط المدينة,8130343.06
2025-07-21,فاس - النرجس,9271508.54
2025-07-22,الدار البيضاء - المركز الرئيسي,4591635.72
2025-07-22,الرباط - أكدال,7699872.88
2025-07-22,مراكش - جليز,8480322.96
2025-07-22,طنجة - وسط المدينة,5290872.07
2025-07-22,فاس - النرجس,12989210.48
2025-07-23,الدار البيضاء - المركز الرئيسي,11149885.75
2025-07-23,الرباط - أكدال,4099323.04
2025-07-23,مراكش - جليز,9158526.21
2025-07-23,طنجة - وسط المدينة,9020186.98
2025-07-23,فاس - النرجس,4715783.64
2025-07-24,الدار البيضاء - المركز الرئيسي,5330994.81
2025-07-24,الرباط - أكدال,7141819.4
2025-07-24,مراكش - جليز,9879613.13
2025-07-24,طنجة - وسط المدينة,8726724.55
2025-07-24,فاس - النرجس,10108484.46
2025-07-25,الدار البيضاء - المركز الرئيسي,5298230.76
2025-07-25,الرباط - أكدال,4624302.02
2025-07-25,مراكش - جليز,7362506.77
2025-07-25,طنجة - وسط المدينة,4245382.63
2025-07-25,فاس - النرجس,9179629.71
2025-07-26,الدار البيضاء - المركز الرئيسي,7085513.75
2025-07-26,الرباط - أكدال,6727912.04
2025-07-26,مراكش - جليز,4855507.46
2025-07-26,طنجة - وسط المدينة,10417244.48
2025-07-26,فاس - النرجس,7650359.41
2025-07-27,الدار البيضاء - المركز الرئيسي,5653699.19
2025-07-27,الرباط - أكدال,5364646.34
2025-07-27,مراكش - جليز,12957057.26
2025-07-27,طنجة - وسط المدينة,12221074.77
2025-07-27,فاس - النرجس,5645160.86
2025-07-28,الدار البيضاء - المركز الرئيسي,4141303.43
2025-07-28,الرباط - أكدال,11565946.04
2025-07-28,مراكش - جليز,11865034.57
2025-07-28,طنجة - وسط المدينة,4894909.98
2025-07-28,فاس - النرجس,9387039.86
2025-07-29,الدار البيضاء - المركز الرئيسي,5062812.87
2025-07-29,الرباط - أكدال,9362231.77
2025-07-29,مراكش - جليز,4714728.11
2025-07-29,طنجة - وسط المدينة,12268447.41
2025-07-29,فاس - النرجس,11293467.53
2025-07-30,الدار البيضاء - المركز الرئيسي,12585876.3
2025-07-30,الرباط - أكدال,8302931.25
2025-07-30,مراكش - جليز,6384520.36
2025-07-30,طنجة - وسط المدينة,6752047.18
2025-07-30,فاس - النرجس,12386140.5
2025-07-31,الدار البيضاء - المركز الرئيسي,9009285.65
2025-07-31,الرباط - أكدال,6127190.86
2025-07-31,مراكش - جليز,10505865.0
2025-07-31,طنجة - وسط المدينة,11986472.58
2025-07-31,فاس - النرجس,5469749.43
2025-08-01,الدار البيضاء - المركز الرئيسي,4361598.41
2025-08-01,الرباط - أكدال,9123360.33
2025-08-01,مراكش - جليز,8715284.07
2025-08-01,طنجة - وسط المدينة,8411214.79
2025-08-01,فاس - النرجس,6519894.84
2025-08-02,الدار البيضاء - المركز الرئيسي,6471757.62
2025-08-02,الرباط - أكدال,7517790.87
2025-08-02,مراكش - جليز,5077287.72
2025-08-02,طنجة - وسط المدينة,6838809.46
2025-08-02,فاس - النرجس,10773054.39
2025-08-03,الدار البيضاء - المركز الرئيسي,11560761.48
2025-08-03,الرباط - أكدال,10389635.57
2025-08-03,مراكش - جليز,7479614.1
2025-08-03,طنجة - وسط المدينة,12277642.05
2025-08-03,فاس - النرجس,5801557.41
2025-08-04,الدار البيضاء - المركز الرئيسي,5780796.51
2025-08-04,الرباط - أكدال,10456031.42
2025-08-04,مراكش - جليز,6693485.25
2025-08-04,طنجة - وسط المدينة,6914116.39
2025-08-04,فاس - النرجس,10696182.0
2025-08-05,الدار البيضاء - المركز الرئيسي,6823054.91
2025-08-05,الرباط - أكدال,4221896.07
2025-08-05,مراكش - جليز,11613270.3
2025-08-05,طنجة - وسط المدينة,9476170.73
2025-08-05,فاس - النرجس,8000312.53
2025-08-06,الدار البيضاء - المركز الرئيسي,6816815.15
2025-08-06,الرباط - أكدال,7665905.48
2025-08-06,مراكش - جليز,4435350.02
2025-08-06,طنجة - وسط المدينة,5862659.22
2025-08-06,فاس - النرجس,11680858.35
2025-08-07,الدار البيضاء - المركز الرئيسي,4970034.12
2025-08-07,الرباط - أكدال,7164328.12
2025-08-07,مراكش - جليز,5908935.51
2025-08-07,طنجة - وسط المدينة,7356022.34
2025-08-07,فاس - النرجس,12891896.57
2025-08-08,الدار البيضاء - المركز الرئيسي,11195687.68
2025-08-08,الرباط - أكدال,4323879.95
2025-08-08,مراكش - جليز,6514239.47
2025-08-08,طنجة - وسط المدينة,5443004.17
2025-08-08,فاس - النرجس,9661182.45
2025-08-09,الدار البيضاء - المركز الرئيسي,7348464.33
2025-08-09,الرباط - أكدال,4183165.14
2025-08-09,مراكش - جليز,6247133.38
2025-08-09,طنجة - وسط المدينة,12654899.49
2025-08-09,فاس - النرجس,9914996.82
2025-08-10,الدار البيضاء - المركز الرئيسي,9028806.21
2025-08-10,الرباط - أكدال,9799594.12
2025-08-10,مراكش - جليز,9319986.67
2025-08-10,طنجة - وسط المدينة,7256401.91
2025-08-10,فاس - النرجس,9556275.3
2025-08-11,الدار البيضاء - المركز الرئيسي,5573795.4
2025-08-11,الرباط - أكدال,11806367.14
2025-08-11,مراكش - جليز,5571934.89
2025-08-11,طنجة - وسط المدينة,7761086.21
2025-08-11,فاس - النرجس,6471271.57
2025-08-12,الدار البيضاء - المركز الرئيسي,6817403.56
2025-08-12,الرباط - أكدال,11068084.65
2025-08-12,مراكش - جليز,7751713.89
2025-08-12,طنجة - وسط المدينة,6415465.64
2025-08-12,فاس - النرجس,4026280.41
2025-08-13,الدار البيضاء - المركز الرئيسي,12092092.94
2025-08-13,الرباط - أكدال,10854096.89
2025-08-13,مراكش - جليز,12280157.2
2025-08-13,طنجة - وسط المدينة,7387466.45
2025-08-13,فاس - النرجس,11234561.72
2025-08-14,الدار البيضاء - المركز الرئيسي,12955690.23
2025-08-14,الرباط - أكدال,8357813.04
2025-08-14,مراكش - جليز,10572725.26
2025-08-14,طنجة - وسط المدينة,4299613.56
2025-08-14,فاس - النرجس,7336244.49
2025-08-15,الدار البيضاء - المركز الرئيسي,12988755.47
2025-08-15,الرباط - أكدال,11507401.48
2025-08-15,مراكش - جليز,10835401.53
2025-08-15,طنجة - وسط المدينة,5735089.23
2025-08-15,فاس - النرجس,7293686.33
2025-08-16,الدار البيضاء - المركز الرئيسي,9376556.26
2025-08-16,الرباط - أكدال,10311167.47
2025-08-16,مراكش - جليز,10725525.05
2025-08-16,طنجة - وسط المدينة,8934319.55
2025-08-16,فاس - النرجس,12958238.02
2025-08-17,الدار البيضاء - المركز الرئيسي,6836084.33
2025-08-17,الرباط - أكدال,8938777.73
2025-08-17,مراكش - جليز,12728617.42
2025-08-17,طنجة - وسط المدينة,5295556.23
2025-08-17,فاس - النرجس,6757674.78
2025-08-18,الدار البيضاء - المركز الرئيسي,9153872.39
2025-08-18,الرباط - أكدال,9511816.05
2025-08-18,مراكش - جليز,7569213.37
2025-08-18,طنجة - وسط المدينة,7861083.45
2025-08-18,فاس - النرجس,4407193.9
2025-08-19,الدار البيضاء - المركز الرئيسي,8727096.83
2025-08-19,الرباط - أكدال,10532648.83
2025-08-19,مراكش - جليز,4993163.14
2025-08-19,طنجة - وسط المدينة,4872698.76
2025-08-19,فاس - النرجس,12952625.29
2025-08-20,الدار البيضاء - المركز الرئيسي,4308610.85
2025-08-20,الرباط - أكدال,4353563.55
2025-08-20,مراكش - جليز,7014698.02
2025-08-20,طنجة - وسط المدينة,7328002.66
2025-08-20,فاس - النرجس,6976229.27
2025-08-21,الدار البيضاء - المركز الرئيسي,5264034.58
2025-08-21,الرباط - أكدال,10529775.09
2025-08-21,مراكش - جليز,6331210.61
2025-08-21,طنجة - وسط المدينة,10650332.66
2025-08-21,فاس - النرجس,5766902.01
2025-08-22,الدار البيضاء - المركز الرئيسي,7369021.27
2025-08-22,الرباط - أكدال,8287794.68
2025-08-22,مراكش - جليز,6463161.63
2025-08-22,طنجة - وسط المدينة,4372809.92
2025-08-22,فاس - النرجس,9787335.26
2025-08-23,الدار البيضاء - المركز الرئيسي,7966212.8
2025-08-23,الرباط - أكدال,8391365.02
2025-08-23,مراكش - جليز,10380378.18
2025-08-23,طنجة - وسط المدينة,5840389.83
2025-08-23,فاس - النرجس,9438018.04
2025-08-24,الدار البيضاء - المركز الرئيسي,12193648.09
2025-08-24,الرباط - أكدال,9530339.95
2025-08-24,مراكش - جليز,7535632.53
2025-08-24,طنجة - وسط المدينة,4773892.9
2025-08-24,فاس - النرجس,5336223.96
2025-08-25,الدار البيضاء - المركز الرئيسي,6464202.92
2025-08-25,الرباط - أكدال,4792312.55
2025-08-25,مراكش - جليز,8605479.34
2025-08-25,طنجة - وسط المدينة,11442981.28
2025-08-25,فاس - النرجس,6508525.45
2025-08-26,الدار البيضاء - المركز الرئيسي,10849265.52
2025-08-26,الرباط - أكدال,11051851.41
2025-08-26,مراكش - جليز,7365384.35
2025-08-26,طنجة - وسط المدينة,5181446.93
2025-08-26,فاس - النرجس,7174407.45
2025-08-27,الدار البيضاء - المركز الرئيسي,6373924.76
2025-08-27,الرباط - أكدال,4782454.78
2025-08-27,مراكش - جليز,11327303.92
2025-08-27,طنجة - وسط المدينة,7333901.11
2025-08-27,فاس - النرجس,12344712.43
2025-08-28,الدار البيضاء - المركز الرئيسي,4585511.56
2025-08-28,الرباط - أكدال,8672832.95
2025-08-28,مراكش - جليز,9297275.23
2025-08-28,طنجة - وسط المدينة,12966395.98
2025-08-28,فاس - النرجس,5405314.07
2025-08-29,الدار البيضاء - المركز الرئيسي,9087459.24
2025-08-29,الرباط - أكدال,12650322.34
2025-08-29,مراكش - جليز,12815693.37
2025-08-29,طنجة - وسط المدينة,8770458.45
2025-08-29,فاس - النرجس,6441158.25
2025-08-30,الدار البيضاء - المركز الرئيسي,6132820.07
2025-08-30,الرباط - أكدال,10959160.79
2025-08-30,مراكش - جليز,10212137.96
2025-08-30,طنجة - وسط المدينة,7821743.7
2025-08-30,فاس - النرجس,12470614.21
2025-08-31,الدار البيضاء - المركز الرئيسي,12561088.34
2025-08-31,الرباط - أكدال,10100915.08
2025-08-31,مراكش - جليز,12502305.2
2025-08-31,طنجة - وسط المدينة,5017404.68
2025-08-31,فاس - النرجس,4822951.81
2025-09-01,الدار البيضاء - المركز الرئيسي,10531125.92
2025-09-01,الرباط - أكدال,8441219.41
2025-09-01,مراكش - جليز,7130697.36
2025-09-01,طنجة - وسط المدينة,9034874.25
2025-09-01,فاس - النرجس,11879008.58
2025-09-02,الدار البيضاء - المركز الرئيسي,7808405.27
2025-09-02,الرباط - أكدال,9661534.62
2025-09-02,مراكش - جليز,8072880.22
2025-09-02,طنجة - وسط المدينة,6795686.41
2025-09-02,فاس - النرجس,8079634.08
2025-09-03,الدار البيضاء - المركز الرئيسي,12980627.6
2025-09-03,الرباط - أكدال,6551172.08
2025-09-03,مراكش - جليز,7303916.24
2025-09-03,طنجة - وسط المدينة,12843693.97
2025-09-03,فاس - النرجس,11502340.89
2025-09-04,الدار البيضاء - المركز الرئيسي,9664157.59
2025-09-04,الرباط - أكدال,10349785.67
2025-09-04,مراكش - جليز,11556805.62
2025-09-04,طنجة - وسط المدينة,8995000.71
2025-09-04,فاس - النرجس,11687685.12
2025-09-05,الدار البيضاء - المركز الرئيسي,12665341.02
2025-09-05,الرباط - أكدال,12413538.65
2025-09-05,مراكش - جليز,10871025.82
2025-09-05,طنجة - وسط المدينة,10033816.2
2025-09-05,فاس - النرجس,12568487.01
2025-09-06,الدار البيضاء - المركز الرئيسي,5357191.41
2025-09-06,الرباط - أكدال,5813515.72
2025-09-06,مراكش - جليز,11261816.91
2025-09-06,طنجة - وسط المدينة,8880807.05
2025-09-06,فاس - النرجس,9077716.19
2025-09-07,الدار البيضاء - المركز الرئيسي,12999796.7
2025-09-07,الرباط - أكدال,9115108.96
2025-09-07,مراكش - جليز,9240055.28
2025-09-07,طنجة - وسط المدينة,7911820.68
2025-09-07,فاس - النرجس,4580623.51
2025-09-08,الدار البيضاء - المركز الرئيسي,4514605.89
2025-09-08,الرباط - أكدال,9945196.74
2025-09-08,مراكش - جليز,5790295.82
2025-09-08,طنجة - وسط المدينة,12607040.62
2025-09-08,فاس - النرجس,4344044.07
2025-09-09,الدار البيضاء - المركز الرئيسي,7794889.28
2025-09-09,الرباط - أكدال,4212225.79
2025-09-09,مراكش - جليز,12433457.58
2025-09-09,طنجة - وسط المدينة,10260068.89
2025-09-09,فاس - النرجس,12056520.58
2025-09-10,الدار البيضاء - المركز الرئيسي,8901103.23
2025-09-10,الرباط - أكدال,6272599.35
2025-09-10,مراكش - جليز,10902335.91
2025-09-10,طنجة - وسط المدينة,8828093.34
2025-09-10,فاس - النرجس,5357984.88
2025-09-11,الدار البيضاء - المركز الرئيسي,5556348.12
2025-09-11,الرباط - أكدال,12214228.53
2025-09-11,مراكش - جليز,4185403.74
